Job,Education,Marital Status,Contact,Subscription,Call Duration
management,Doctorate,married,cellular,yes,0 hrs 9 mins 29 secs 
management,Doctorate,single,cellular,yes,0 hrs 2 mins 35 secs 
management,masters,married,cellular,yes,0 hrs 3 mins 2 secs 
management,Doctorate,divorced,cellular,no,0 hrs 2 mins 35 secs 
management,Doctorate,single,cellular,yes,0 hrs 12 mins 24 secs 
management,Doctorate,single,cellular,yes,0 hrs 14 mins 16 secs 
management,Doctorate,married,cellular,no,0 hrs 5 mins 33 secs 
management,Doctorate,divorced,cellular,no,0 hrs 1 mins 24 secs 
management,Doctorate,single,cellular,yes,0 hrs 6 mins 49 secs 
management,Doctorate,married,cellular,no,0 hrs 2 mins 25 secs 
management,Doctorate,single,cellular,no,0 hrs 1 mins 43 secs 
management,Doctorate,married,cellular,yes,0 hrs 4 mins 4 secs 
management,Doctorate,married,cellular,no,0 hrs 6 mins 45 secs 
management,Doctorate,single,cellular,yes,0 hrs 3 mins 23 secs 
management,Doctorate,married,cellular,no,0 hrs 2 mins 14 secs 
management,Doctorate,single,cellular,yes,0 hrs 3 mins 52 secs 
management,Doctorate,married,cellular,no,0 hrs 4 mins 6 secs 
management,Doctorate,married,cellular,yes,0 hrs 4 mins 9 secs 
management,Doctorate,married,cellular,no,0 hrs 2 mins 36 secs 
management,Doctorate,single,cellular,yes,0 hrs 21 mins 38 secs 
management,Doctorate,single,cellular,yes,0 hrs 10 mins 0 secs 
management,masters,married,unknown,no,0 hrs 0 mins 13 secs 
management,Doctorate,single,unknown,no,0 hrs 0 mins 21 secs 
management,unknown,married,cellular,no,0 hrs 4 mins 2 secs 
management,Doctorate,divorced,cellular,no,0 hrs 1 mins 50 secs 
management,Doctorate,single,cellular,,0 hrs 14 mins 5 secs 
management,Doctorate,single,unknown,no,0 hrs 0 mins 6 secs 
management,Doctorate,married,unknown,no,0 hrs 0 mins 10 secs 
management,Doctorate,married,cellular,yes,0 hrs 10 mins 8 secs 
management,Doctorate,single,cellular,yes,0 hrs 20 mins 46 secs 
management,Doctorate,single,cellular,no,0 hrs 10 mins 4 secs 
management,Doctorate,single,cellular,no,0 hrs 1 mins 56 secs 
management,Doctorate,married,cellular,no,0 hrs 4 mins 42 secs 
management,Doctorate,married,cellular,no,0 hrs 4 mins 32 secs 
management,Doctorate,single,cellular,no,0 hrs 6 mins 15 secs 
management,Doctorate,single,unknown,no,0 hrs 0 mins 5 secs 
management,Doctorate,married,cellular,no,0 hrs 6 mins 5 secs 
management,Doctorate,single,cellular,yes,0 hrs 7 mins 43 secs 
management,masters,married,unknown,no,0 hrs 7 mins 22 secs 
management,Doctorate,married,unknown,no,0 hrs 1 mins 50 secs 
management,bachelors,married,unknown,no,0 hrs 4 mins 35 secs 
management,Doctorate,divorced,unknown,no,0 hrs 4 mins 8 secs 
management,Doctorate,married,unknown,no,0 hrs 13 mins 33 secs 
management,Doctorate,married,unknown,no,0 hrs 7 mins 32 secs 
management,bachelors,married,unknown,no,0 hrs 3 mins 41 secs 
management,masters,single,unknown,no,0 hrs 2 mins 10 secs 
management,Doctorate,divorced,unknown,no,0 hrs 3 mins 4 secs 
management,Doctorate,married,unknown,no,0 hrs 26 mins 51 secs 
management,Doctorate,single,unknown,no,0 hrs 2 mins 54 secs 
management,Doctorate,divorced,unknown,no,0 hrs 2 mins 46 secs 
management,unknown,married,unknown,no,0 hrs 7 mins 37 secs 
management,Doctorate,divorced,unknown,no,0 hrs 1 mins 44 secs 
management,Doctorate,married,unknown,no,0 hrs 2 mins 16 secs 
management,Doctorate,married,unknown,no,0 hrs 7 mins 42 secs 
management,Doctorate,married,unknown,no,0 hrs 1 mins 32 secs 
management,bachelors,married,cellular,no,0 hrs 1 mins 58 secs 
management,Doctorate,married,cellular,no,0 hrs 2 mins 10 secs 
management,Doctorate,married,telephone,no,0 hrs 0 mins 41 secs 
management,Doctorate,divorced,cellular,no,0 hrs 1 mins 19 secs 
management,Doctorate,married,cellular,no,0 hrs 10 mins 5 secs 
management,bachelors,married,cellular,no,0 hrs 4 mins 22 secs 
management,Doctorate,divorced,cellular,no,0 hrs 4 mins 5 secs 
management,Doctorate,married,cellular,no,0 hrs 6 mins 52 secs 
management,Doctorate,divorced,cellular,no,0 hrs 2 mins 31 secs 
management,Doctorate,married,cellular,no,0 hrs 4 mins 10 secs 
management,Doctorate,married,cellular,no,0 hrs 3 mins 2 secs 
management,masters,married,cellular,no,0 hrs 11 mins 54 secs 
management,masters,married,cellular,no,0 hrs 14 mins 34 secs 
management,Doctorate,married,cellular,no,0 hrs 0 mins 53 secs 
management,Doctorate,single,cellular,no,0 hrs 1 mins 30 secs 
management,Doctorate,married,telephone,no,0 hrs 4 mins 19 secs 
management,masters,single,cellular,no,0 hrs 0 mins 52 secs 
management,Doctorate,married,cellular,no,0 hrs 1 mins 46 secs 
management,masters,single,cellular,no,0 hrs 14 mins 59 secs 
management,Doctorate,single,cellular,no,0 hrs 2 mins 9 secs 
management,Doctorate,married,cellular,no,0 hrs 4 mins 6 secs 
management,Doctorate,married,cellular,no,0 hrs 2 mins 0 secs 
management,Doctorate,single,cellular,no,0 hrs 1 mins 44 secs 
management,Doctorate,married,cellular,no,0 hrs 1 mins 22 secs 
management,Doctorate,single,cellular,no,0 hrs 2 mins 1 secs 
management,Doctorate,single,cellular,no,0 hrs 2 mins 22 secs 
management,Doctorate,married,cellular,no,0 hrs 1 mins 3 secs 
management,Doctorate,married,cellular,no,0 hrs 1 mins 7 secs 
management,Doctorate,single,cellular,no,0 hrs 2 mins 10 secs 
management,Doctorate,married,unknown,no,0 hrs 1 mins 48 secs 
management,Doctorate,divorced,cellular,no,0 hrs 11 mins 30 secs 
management,Doctorate,divorced,cellular,no,0 hrs 2 mins 16 secs 
management,Doctorate,married,cellular,,0 hrs 1 mins 23 secs 
management,Doctorate,married,cellular,no,0 hrs 1 mins 10 secs 
management,masters,married,cellular,no,0 hrs 2 mins 20 secs 
management,unknown,married,cellular,no,0 hrs 9 mins 44 secs 
management,Doctorate,single,cellular,no,0 hrs 2 mins 36 secs 
management,unknown,married,cellular,no,0 hrs 5 mins 37 secs 
management,masters,single,cellular,no,0 hrs 2 mins 21 secs 
management,masters,married,telephone,no,0 hrs 6 mins 38 secs 
management,masters,married,cellular,no,0 hrs 0 mins 15 secs 
management,Doctorate,married,cellular,yes,0 hrs 4 mins 29 secs 
management,Doctorate,married,cellular,no,0 hrs 1 mins 48 secs 
management,masters,married,cellular,no,0 hrs 5 mins 18 secs 
management,masters,married,cellular,no,0 hrs 0 mins 45 secs 
management,Doctorate,married,cellular,no,0 hrs 9 mins 24 secs 
management,Doctorate,married,telephone,no,0 hrs 2 mins 1 secs 
management,Doctorate,married,cellular,no,0 hrs 0 mins 17 secs 
management,Doctorate,single,cellular,no,0 hrs 3 mins 33 secs 
management,Doctorate,single,cellular,yes,0 hrs 3 mins 58 secs 
management,Doctorate,divorced,cellular,yes,0 hrs 1 mins 43 secs 
management,Doctorate,single,cellular,no,0 hrs 2 mins 27 secs 
management,Doctorate,married,cellular,no,0 hrs 1 mins 2 secs 
management,Doctorate,single,cellular,no,0 hrs 4 mins 6 secs 
management,Doctorate,married,cellular,no,0 hrs 2 mins 38 secs 
management,Doctorate,single,cellular,no,0 hrs 2 mins 41 secs 
management,Doctorate,divorced,cellular,yes,0 hrs 2 mins 53 secs 
management,unknown,single,cellular,no,0 hrs 3 mins 32 secs 
management,unknown,married,unknown,yes,0 hrs 5 mins 10 secs 
management,Doctorate,married,cellular,no,0 hrs 5 mins 3 secs 
retired,bachelors,married,unknown,no,0 hrs 0 mins 50 secs 
retired,bachelors,married,unknown,no,0 hrs 5 mins 53 secs 
retired,bachelors,married,unknown,no,0 hrs 3 mins 39 secs 
retired,bachelors,married,unknown,no,0 hrs 3 mins 1 secs 
retired,masters,married,unknown,no,0 hrs 24 mins 52 secs 
retired,unknown,married,unknown,no,0 hrs 10 mins 16 secs 
retired,Doctorate,married,unknown,no,0 hrs 8 mins 48 secs 
retired,bachelors,single,unknown,no,0 hrs 2 mins 16 secs 
retired,bachelors,married,cellular,no,0 hrs 1 mins 3 secs 
retired,masters,married,cellular,no,0 hrs 1 mins 23 secs 
retired,bachelors,married,telephone,no,0 hrs 1 mins 22 secs 
retired,Doctorate,married,telephone,no,0 hrs 1 mins 50 secs 
retired,Doctorate,single,cellular,no,0 hrs 9 mins 13 secs 
retired,Doctorate,married,cellular,no,0 hrs 1 mins 13 secs 
retired,Doctorate,divorced,cellular,yes,0 hrs 3 mins 48 secs 
retired,Doctorate,married,cellular,yes,0 hrs 13 mins 29 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 0 secs 
retired,Doctorate,married,unknown,no,0 hrs 1 mins 41 secs 
retired,masters,single,unknown,no,0 hrs 8 mins 34 secs 
retired,bachelors,divorced,unknown,no,0 hrs 1 mins 47 secs 
retired,Doctorate,divorced,cellular,no,0 hrs 3 mins 14 secs 
retired,masters,married,cellular,no,0 hrs 3 mins 44 secs 
retired,masters,divorced,cellular,yes,0 hrs 2 mins 26 secs 
retired,masters,divorced,unknown,no,0 hrs 3 mins 58 secs 
retired,bachelors,single,unknown,no,0 hrs 2 mins 18 secs 
retired,bachelors,married,unknown,,0 hrs 2 mins 47 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 52 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 35 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 36 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 16 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 23 secs 
retired,masters,married,unknown,no,0 hrs 4 mins 8 secs 
retired,bachelors,single,unknown,no,0 hrs 2 mins 16 secs 
retired,masters,divorced,unknown,yes,0 hrs 17 mins 10 secs 
retired,Doctorate,married,unknown,no,0 hrs 6 mins 33 secs 
retired,masters,single,unknown,no,0 hrs 3 mins 24 secs 
retired,masters,divorced,unknown,no,0 hrs 8 mins 51 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 20 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 58 secs 
retired,bachelors,married,unknown,no,0 hrs 4 mins 27 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 59 secs 
retired,masters,married,unknown,no,0 hrs 5 mins 15 secs 
retired,bachelors,married,unknown,no,0 hrs 4 mins 49 secs 
retired,bachelors,divorced,unknown,no,0 hrs 0 mins 31 secs 
retired,masters,married,unknown,no,0 hrs 9 mins 53 secs 
retired,bachelors,married,unknown,no,0 hrs 10 mins 31 secs 
retired,masters,married,unknown,no,0 hrs 0 mins 42 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 46 secs 
retired,bachelors,married,unknown,no,0 hrs 8 mins 22 secs 
retired,masters,married,unknown,no,0 hrs 5 mins 33 secs 
retired,bachelors,single,unknown,no,0 hrs 1 mins 37 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 14 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 51 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 6 secs 
retired,bachelors,married,unknown,no,0 hrs 10 mins 34 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 49 secs 
retired,Doctorate,married,unknown,no,0 hrs 1 mins 57 secs 
retired,masters,married,unknown,no,0 hrs 8 mins 36 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 26 secs 
retired,bachelors,divorced,unknown,no,0 hrs 1 mins 6 secs 
retired,masters,divorced,unknown,no,0 hrs 1 mins 11 secs 
retired,unknown,married,unknown,no,0 hrs 7 mins 5 secs 
retired,bachelors,married,unknown,no,0 hrs 3 mins 13 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 58 secs 
retired,Doctorate,married,unknown,no,0 hrs 0 mins 12 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 15 secs 
retired,bachelors,married,unknown,no,0 hrs 6 mins 35 secs 
retired,Doctorate,divorced,unknown,no,0 hrs 7 mins 2 secs 
retired,bachelors,married,unknown,no,0 hrs 3 mins 6 secs 
retired,bachelors,divorced,unknown,no,0 hrs 1 mins 29 secs 
retired,Doctorate,married,unknown,no,0 hrs 2 mins 18 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 26 secs 
retired,bachelors,single,unknown,no,0 hrs 3 mins 0 secs 
retired,bachelors,divorced,unknown,no,0 hrs 3 mins 45 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 8 secs 
retired,bachelors,divorced,unknown,no,0 hrs 2 mins 24 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 53 secs 
retired,bachelors,married,unknown,no,0 hrs 4 mins 15 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 3 secs 
retired,bachelors,married,unknown,,0 hrs 2 mins 3 secs 
retired,Doctorate,divorced,unknown,yes,0 hrs 10 mins 18 secs 
retired,bachelors,married,unknown,no,0 hrs 4 mins 55 secs 
retired,unknown,divorced,unknown,no,0 hrs 4 mins 8 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 58 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 7 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 17 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 34 secs 
retired,masters,married,unknown,no,0 hrs 13 mins 26 secs 
retired,masters,married,unknown,no,0 hrs 12 mins 46 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 46 secs 
retired,Doctorate,married,unknown,no,0 hrs 2 mins 9 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 8 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 29 secs 
retired,Doctorate,married,unknown,no,0 hrs 15 mins 16 secs 
retired,masters,single,unknown,no,0 hrs 3 mins 45 secs 
retired,Doctorate,married,unknown,no,0 hrs 11 mins 48 secs 
retired,masters,married,unknown,no,0 hrs 15 mins 1 secs 
retired,bachelors,divorced,unknown,no,0 hrs 5 mins 54 secs 
retired,Doctorate,married,unknown,no,0 hrs 0 mins 34 secs 
retired,bachelors,married,unknown,no,0 hrs 13 mins 8 secs 
retired,masters,married,unknown,no,0 hrs 0 mins 58 secs 
retired,Doctorate,divorced,unknown,no,0 hrs 2 mins 48 secs 
retired,masters,married,unknown,no,0 hrs 4 mins 51 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 31 secs 
retired,masters,married,unknown,no,0 hrs 10 mins 47 secs 
retired,Doctorate,divorced,unknown,no,0 hrs 5 mins 22 secs 
retired,bachelors,divorced,unknown,no,0 hrs 4 mins 48 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 19 secs 
retired,bachelors,married,unknown,no,0 hrs 0 mins 22 secs 
retired,bachelors,divorced,unknown,no,0 hrs 4 mins 38 secs 
retired,bachelors,divorced,unknown,no,0 hrs 1 mins 20 secs 
retired,masters,married,unknown,no,0 hrs 5 mins 0 secs 
retired,masters,married,unknown,yes,0 hrs 18 mins 45 secs 
retired,masters,married,unknown,no,0 hrs 4 mins 42 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 51 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 9 secs 
retired,bachelors,divorced,unknown,no,0 hrs 0 mins 32 secs 
retired,bachelors,married,unknown,yes,0 hrs 15 mins 30 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 47 secs 
retired,Doctorate,married,unknown,no,0 hrs 3 mins 11 secs 
retired,masters,married,unknown,no,0 hrs 4 mins 8 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 18 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 11 secs 
retired,masters,married,unknown,no,0 hrs 4 mins 24 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 43 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 58 secs 
retired,bachelors,married,unknown,no,0 hrs 4 mins 31 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 54 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 10 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 50 secs 
retired,Doctorate,married,unknown,no,0 hrs 1 mins 13 secs 
retired,masters,married,unknown,no,0 hrs 4 mins 19 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 9 secs 
retired,masters,divorced,unknown,no,0 hrs 2 mins 37 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 2 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 58 secs 
retired,Doctorate,divorced,unknown,no,0 hrs 17 mins 16 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 19 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 41 secs 
retired,Doctorate,married,unknown,no,0 hrs 4 mins 50 secs 
retired,Doctorate,married,unknown,no,0 hrs 2 mins 0 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 49 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 44 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 45 secs 
retired,unknown,married,unknown,no,0 hrs 5 mins 1 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 13 secs 
retired,Doctorate,married,unknown,no,0 hrs 2 mins 2 secs 
retired,masters,married,unknown,no,0 hrs 0 mins 56 secs 
retired,bachelors,divorced,unknown,yes,0 hrs 19 mins 16 secs 
retired,bachelors,married,unknown,no,0 hrs 9 mins 44 secs 
retired,Doctorate,single,unknown,no,0 hrs 1 mins 32 secs 
retired,masters,divorced,unknown,no,0 hrs 1 mins 58 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 28 secs 
retired,unknown,married,unknown,no,0 hrs 3 mins 33 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 5 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 47 secs 
retired,bachelors,divorced,unknown,no,0 hrs 3 mins 48 secs 
retired,masters,divorced,unknown,no,0 hrs 2 mins 2 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 20 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 58 secs 
retired,bachelors,married,unknown,no,0 hrs 0 mins 38 secs 
retired,unknown,married,unknown,no,0 hrs 4 mins 51 secs 
retired,masters,divorced,unknown,no,0 hrs 6 mins 18 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 43 secs 
retired,masters,single,unknown,no,0 hrs 3 mins 54 secs 
retired,bachelors,married,unknown,no,0 hrs 3 mins 6 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 25 secs 
retired,bachelors,married,unknown,no,0 hrs 0 mins 35 secs 
retired,bachelors,divorced,unknown,no,0 hrs 5 mins 35 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 11 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 48 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 50 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 59 secs 
retired,masters,single,unknown,no,0 hrs 2 mins 1 secs 
retired,masters,married,unknown,no,0 hrs 0 mins 56 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 47 secs 
retired,masters,married,unknown,no,0 hrs 0 mins 15 secs 
retired,Doctorate,divorced,unknown,no,0 hrs 1 mins 26 secs 
retired,bachelors,married,unknown,no,0 hrs 11 mins 57 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 22 secs 
retired,Doctorate,married,unknown,no,0 hrs 13 mins 6 secs 
retired,bachelors,married,unknown,yes,0 hrs 28 mins 1 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 51 secs 
retired,bachelors,married,unknown,no,0 hrs 3 mins 53 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 56 secs 
retired,masters,married,unknown,no,0 hrs 4 mins 12 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 18 secs 
retired,masters,married,unknown,no,0 hrs 4 mins 13 secs 
retired,masters,divorced,unknown,no,0 hrs 2 mins 26 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 20 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 35 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 16 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 14 secs 
retired,masters,single,unknown,no,0 hrs 5 mins 14 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 26 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 17 secs 
retired,masters,divorced,unknown,no,0 hrs 3 mins 13 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 25 secs 
retired,Doctorate,married,unknown,no,0 hrs 2 mins 37 secs 
retired,bachelors,divorced,unknown,no,0 hrs 9 mins 34 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 32 secs 
retired,masters,married,unknown,no,0 hrs 0 mins 14 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 44 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 20 secs 
retired,masters,single,unknown,yes,0 hrs 17 mins 43 secs 
retired,masters,divorced,unknown,no,0 hrs 4 mins 3 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 44 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 24 secs 
retired,bachelors,divorced,unknown,,0 hrs 2 mins 7 secs 
retired,masters,divorced,unknown,no,0 hrs 3 mins 1 secs 
retired,bachelors,divorced,unknown,no,0 hrs 2 mins 4 secs 
retired,masters,divorced,unknown,no,0 hrs 2 mins 53 secs 
retired,unknown,married,unknown,no,0 hrs 4 mins 56 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 8 secs 
retired,Doctorate,married,unknown,yes,0 hrs 10 mins 48 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 12 secs 
retired,bachelors,married,unknown,no,0 hrs 5 mins 38 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 44 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 2 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 35 secs 
retired,masters,married,unknown,no,0 hrs 19 mins 56 secs 
retired,masters,single,unknown,no,0 hrs 2 mins 28 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 4 secs 
retired,masters,married,unknown,no,0 hrs 0 mins 35 secs 
retired,masters,married,unknown,no,0 hrs 0 mins 58 secs 
retired,bachelors,divorced,unknown,no,0 hrs 1 mins 24 secs 
retired,masters,married,unknown,no,0 hrs 0 mins 57 secs 
retired,masters,married,unknown,no,0 hrs 9 mins 15 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 43 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 30 secs 
retired,Doctorate,single,unknown,no,0 hrs 12 mins 4 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 54 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 41 secs 
retired,bachelors,married,unknown,no,0 hrs 3 mins 34 secs 
retired,masters,divorced,unknown,no,0 hrs 1 mins 18 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 12 secs 
retired,Doctorate,divorced,unknown,no,0 hrs 8 mins 37 secs 
retired,bachelors,married,unknown,no,0 hrs 5 mins 19 secs 
retired,masters,married,unknown,no,0 hrs 4 mins 26 secs 
retired,Doctorate,divorced,unknown,no,0 hrs 0 mins 49 secs 
retired,masters,married,unknown,no,0 hrs 0 mins 45 secs 
retired,bachelors,married,unknown,no,0 hrs 4 mins 43 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 31 secs 
retired,masters,married,unknown,no,0 hrs 4 mins 15 secs 
retired,Doctorate,married,unknown,no,0 hrs 1 mins 15 secs 
retired,masters,married,unknown,no,0 hrs 5 mins 58 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 20 secs 
retired,bachelors,married,unknown,no,0 hrs 4 mins 50 secs 
retired,masters,single,unknown,no,0 hrs 2 mins 3 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 33 secs 
retired,bachelors,married,unknown,no,0 hrs 5 mins 23 secs 
retired,bachelors,married,unknown,no,0 hrs 6 mins 37 secs 
retired,unknown,married,unknown,no,0 hrs 1 mins 12 secs 
retired,masters,divorced,unknown,no,0 hrs 4 mins 25 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 22 secs 
retired,bachelors,divorced,unknown,no,0 hrs 0 mins 27 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 40 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 36 secs 
retired,masters,married,unknown,yes,0 hrs 13 mins 32 secs 
retired,masters,divorced,unknown,no,0 hrs 1 mins 39 secs 
retired,bachelors,divorced,unknown,yes,0 hrs 15 mins 10 secs 
retired,masters,single,unknown,no,0 hrs 4 mins 52 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 25 secs 
retired,masters,divorced,unknown,no,0 hrs 2 mins 13 secs 
retired,Doctorate,divorced,unknown,no,0 hrs 2 mins 25 secs 
retired,Doctorate,married,unknown,no,0 hrs 7 mins 8 secs 
retired,bachelors,married,unknown,no,0 hrs 4 mins 32 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 47 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 48 secs 
retired,masters,married,unknown,no,0 hrs 6 mins 59 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 20 secs 
retired,Doctorate,married,unknown,no,0 hrs 0 mins 49 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 18 secs 
retired,masters,divorced,unknown,no,0 hrs 3 mins 1 secs 
retired,masters,married,unknown,no,0 hrs 7 mins 0 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 42 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 23 secs 
retired,bachelors,married,unknown,no,0 hrs 3 mins 2 secs 
retired,bachelors,married,unknown,no,0 hrs 2 mins 57 secs 
retired,bachelors,married,unknown,no,0 hrs 4 mins 7 secs 
retired,Doctorate,divorced,unknown,no,0 hrs 21 mins 28 secs 
retired,masters,married,unknown,,0 hrs 6 mins 24 secs 
retired,bachelors,single,unknown,no,0 hrs 5 mins 16 secs 
retired,unknown,married,unknown,no,0 hrs 0 mins 33 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 17 secs 
retired,bachelors,divorced,unknown,no,0 hrs 1 mins 48 secs 
retired,masters,married,unknown,no,0 hrs 7 mins 0 secs 
retired,masters,married,unknown,no,0 hrs 3 mins 18 secs 
retired,masters,married,unknown,no,0 hrs 4 mins 8 secs 
retired,masters,married,unknown,no,0 hrs 12 mins 41 secs 
retired,masters,divorced,unknown,no,0 hrs 2 mins 41 secs 
retired,masters,married,unknown,no,0 hrs 2 mins 30 secs 
retired,masters,married,unknown,no,0 hrs 10 mins 51 secs 
retired,masters,married,unknown,no,0 hrs 0 mins 39 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 44 secs 
retired,Doctorate,divorced,unknown,no,0 hrs 2 mins 32 secs 
retired,bachelors,divorced,unknown,no,0 hrs 2 mins 42 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 26 secs 
retired,masters,married,unknown,no,0 hrs 8 mins 49 secs 
retired,bachelors,divorced,unknown,no,0 hrs 2 mins 3 secs 
retired,unknown,married,unknown,no,0 hrs 2 mins 37 secs 
retired,bachelors,single,unknown,no,0 hrs 1 mins 54 secs 
retired,masters,married,unknown,no,0 hrs 7 mins 23 secs 
retired,bachelors,single,unknown,no,0 hrs 0 mins 51 secs 
retired,bachelors,single,unknown,no,0 hrs 0 mins 35 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 17 secs 
retired,Doctorate,single,unknown,no,0 hrs 1 mins 3 secs 
retired,Doctorate,divorced,unknown,no,0 hrs 5 mins 29 secs 
retired,masters,married,unknown,no,0 hrs 1 mins 19 secs 
retired,bachelors,married,unknown,no,0 hrs 1 mins 25 secs 
retired,Doctorate,married,unknown,no,0 hrs 4 mins 5 secs 
retired,bachelors,married,unknown,no,0 hrs 3 mins 20 secs 
retired,bachelors,divorced,unknown,no,0 hrs 3 mins 24 secs 
